Column1,short_description,label,processed_text
1255,"PM Modi Gujarat Visit: गुजरात सीएम के बेटे से मिले पीएम मोदी, अप्रैल में हुआ था ब्रेन स्ट्रोक",1,PM Modi Gujarat Visit गजरत सएम क बट स मल पएम मद अपरल म हआ थ बरन सटरक
1256,"दिल्ली आबकारी केस में ED ने अरविंद केजरीवाल को भेजा समन, 2 नवम्बर को पूछताछ के लिए किया तलब",1,दलल आबकर कस म ED न अरवद कजरवल क भज समन 2 नवमबर क पछतछ क लए कय तलब
1257,"पश्चिम बंगाल सरकार को देना होगा टाटा मोटर्स को 765.78 करोड़ रुपये, तीन सदस्यीय आर्बिटल ट्रिब्यूनल ने दिया आदेश",1,पशचम बगल सरकर क दन हग टट मटरस क 76578 करड रपय तन सदसयय आरबटल टरबयनल न दय आदश
1258,"मनीष सिसोदिया की जमानत खारिज होने पर BJP ने AAP पर साधा निशाना, बोली-केजरीवाल सरकार का मुखौटा उतर गया",1,मनष ससदय क जमनत खरज हन BJP न AAP सध नशन बलकजरवल सरकर क मखट उतर गय
1259,"सबसे बड़े डेटा लीक का खुलासा: 81.5 करोड़ भारतीयों का नाम, नंबर, आधार और पासपोर्ट डिटेल डार्क वेब पर बेचा जा रहा",1,सबस बड डट लक क खलस 815 करड भरतय क नम नबर आधर पसपरट डटल डरक वब बच ज रह
1260,तेलंगाना चुनाव में प्रचार कर रहे सांसद पर हमला: हाथ मिलाने के लिए एक व्यक्ति आगे बढ़ा और चाकू पेट में घोंप दिया,1,तलगन चनव म परचर रह ससद हमल हथ मलन क लए वयकत आग बढ चक पट म घप दय
1261,केरल CM के गुस्से पर बोले मंत्री राजीव चंद्रशेखर-अपनी अक्षमता छिपा रहे हैं पिनाराई,1,करल CM क गसस बल मतर रजव चदरशखरअपन अकषमत छप रह ह पनरई
1262,Explained: जानें क्यों मुक्ति संग्राम में बलिदान देने वाले भारतीय नायकों के लिए स्मारक बना रहा बांग्लादेश,1,Explained जन कय मकत सगरम म बलदन दन वल भरतय नयक क लए समरक बन रह बगलदश
1263,"जम्मू-कश्मीर के पुलवामा में टारगेट किलिंग, आतंकियों ने की UP के मजदूर की हत्या",1,जममकशमर क पलवम म टरगट कलग आतकय न क UP क मजदर क हतय
1264,"बेंगलुरु के AECS लेआउट में घूमता दिखा तेंदुआ, डर के मारे सहमे लोग, वन विभाग ने चलाया सर्च ऑपरेशन",1,बगलर क AECS लआउट म घमत दख तदआ डर क मर सहम लग वन वभग न चलय सरच ऑपरशन
1265,"ED के सामने पेश हुए अशोक गहलोत के बेटे वैभव, विदेशी मुद्रा मामले में मिला था समन",1,ED क समन पश हए अशक गहलत क बट वभव वदश मदर ममल म मल थ समन
1266,"2 दिन की यात्रा पर गुजरात पहुंचे पीएम मोदी, अम्बाजी मंदिर में की पूजा, बनासकांठा में निकाला रोड शो",1,2 दन क यतर गजरत पहच पएम मद अमबज मदर म क पज बनसकठ म नकल रड श
1267,"अभी तिहाड़ जेल ही रहेगा मनीष सिसोदिया का पता, सुप्रीम कोर्ट से नहीं मिली राहत",1,अभ तहड जल ह रहग मनष ससदय क पत सपरम करट स नह मल रहत
1268,"Watch Video: जानिए Andhra Pradesh Train Accident से जुड़ी 10 बड़ी बातें, आखिर कैसे आपस में टकराई 2 ट्रेने",1,Watch Video जनए Andhra Pradesh Train Accident स जड 10 बड बत आखर कस आपस म टकरई 2 टरन
1269,"विदेश मंत्री जयशंकर ने की पूर्व नौसेना अधिकारियों के परिवारों से मुलाकात, कतर में मिली है मौत की सजा",1,वदश मतर जयशकर न क परव नसन अधकरय क परवर स मलकत कतर म मल ह मत क सज
1270,"Kerala Bomb Blasts: मरने वालों की संख्या हुई 3, 12 साल की लड़की ने हॉस्पिटल में तोड़ा दम, CM ने बुलाई सर्वदलीय बैठक",1,Kerala Bomb Blasts मरन वल क सखय हई 3 12 सल क लडक न हसपटल म तड दम CM न बलई सरवदलय बठक
1271,"Andhra Pradesh Train Accident: सिग्नल की गड़बड़ी से हुआ हादसा, 12 ट्रेनें कैंसिल, 15 डायवर्ट",1,Andhra Pradesh Train Accident सगनल क गडबड स हआ हदस 12 टरन कसल 15 डयवरट
1272,"पैसेंजर की केबल टूटी एक्सप्रेस ट्रेन आकर टकरा गई, जारी हुई हेल्पलाइन",1,पसजर क कबल टट एकसपरस टरन आकर टकर जर हई हलपलइन
1273,कौन है डोमिनिक मार्टिन जिसने कलामासेरी सीरियल ब्लास्ट को दिया अंजाम?,1,कन ह डमनक मरटन जसन कलमसर सरयल बलसट क दय अजम
1274,"आंध्र प्रदेश में बड़ा रेल हादसा: एक्सप्रेस ट्रेन जाकर ट्रैक पर खड़ी पैसेंजर ट्रेन से टकराई, 14 की मौत",1,आधर परदश म बड रल हदस एकसपरस टरन जकर टरक खड पसजर टरन स टकरई 14 क मत
1275,"बेंगलुरू में दिखा तेंदुआ: व्हाइटफील्ड इलाका में वन विभाग ने लोगों को किया अलर्ट, सर्च आपरेशन जारी",1,बगलर म दख तदआ वहइटफलड इलक म वन वभग न लग क कय अलरट सरच आपरशन जर
1276,"केरल सीरियल ब्लास्ट करने वाला आया सामने, किया सरेंडर, पुलिस ने UAPA में किया अरेस्ट",1,करल सरयल बलसट करन वल आय समन कय सरडर पलस न UAPA म कय अरसट
1277,चंद्रबाबू नायडू की पार्टी टीडीपी ने तेलंगाना विधानसभा चुनाव से बाहर रहने का किया फैसला,1,चदरबब नयड क परट टडप न तलगन वधनसभ चनव स बहर रहन क कय फसल
1278,"केरल में बम ब्लास्ट के बाद राजीव चंद्रशेखर ने साधा मुख्यमंत्री पिनाराई विजयन पर निशाना, बोले-गैर जिम्मेदाराना राजनीति की पराकाष्ठा",1,करल म बम बलसट क बद रजव चदरशखर न सध मखयमतर पनरई वजयन नशन बलगर जममदरन रजनत क परकषठ
1279,"Jammu Kashmir Terrorist attack: श्रीनगर में आतंवादियों ने पुलिस अधिकारी को मारी गोली, ईदगाह के पास हुआ हमला",1,Jammu Kashmir Terrorist attack शरनगर म आतवदय न पलस अधकर क मर गल ईदगह क पस हआ हमल
1280,"कलामासेरी धमाका: BJP ने CM विजयन पर साधा निशाना, कहा- ये है तुष्टिकरण की राजनीति की कीमत",1,कलमसर धमक BJP न CM वजयन सध नशन कह य ह तषटकरण क रजनत क कमत
1281,"केरल में सीरियल बम ब्लास्ट के बाद दिल्ली और मुंबई में हाई अलर्ट, हर ओर फोर्स तैनात",1,करल म सरयल बम बलसट क बद दलल मबई म हई अलरट हर ओर फरस तनत
1282,"Google Maps अब इंडिया के साथ लिख रहा भारत, दिखा रहा राष्ट्रध्वज तिरंगा",1,Google Maps इडय क सथ लख रह भरत दख रह रषटरधवज तरग
1283,"Watch Video: Kerala Blast के बाद हाई अलर्ट, गृहमंत्री Amit Shah ने सीएम से की बात, जानिए 10 बातें",1,Watch Video Kerala Blast क बद हई अलरट गहमतर Amit Shah न सएम स क बत जनए 10 बत
1284,"किराना का सामान देने आए डिलीवरी बॉय ने महिला से किया रेप, भागते वक्त चुरा ली पुलिसवाले की गन",1,करन क समन दन आए डलवर बय न महल स कय रप भगत वकत चर ल पलसवल क गन
1285,"एर्नाकुलम धमाका: IED के निशान मिले, टिफिन बॉक्स में बम लाने की संभावना",1,एरनकलम धमक IED क नशन मल टफन बकस म बम लन क सभवन
1286,"केरल के एर्नाकुलम में धमाका, एक की मौत 36 घायल, NIA कर रही जांच, अमित शाह ने CM से की बात",1,करल क एरनकलम म धमक क मत 36 घयल NIA रह जच अमत शह न CM स क बत
1287,Mann Ki Baat: पीएम मोदी ने युवाओं से किया आग्रह MYBharat का बनें हिस्सा,1,Mann Ki Baat पएम मद न यवओ स कय आगरह MYBharat क बन हसस
1288,Israel Hamas War: पश्चिम एशिया में बिगड़ती सुरक्षा स्थिति पर पीएम मोदी ने मिस्र के राष्ट्रपति से की बात,1,Israel Hamas War पशचम एशय म बगडत सरकष सथत पएम मद न मसर क रषटरपत स क बत
1289,केरल की नई आईटी पॉलिसी ड्राफ्ट को केंद्रीय मंत्री राजीव चंद्रशेखर ने पुरानी इमारत पर नया पेंट लगाने की कोशिश बताया,1,करल क नई आईट पलस डरफट क कदरय मतर रजव चदरशखर न परन इमरत नय पट लगन क कशश बतय
1290,इजरायल-फिलिस्तीन विवाद पर भारत के स्टैंड पर शरद पवार ने केंद्र सरकार को कहा-कंफ्यूज सरकार,1,इजरयलफलसतन ववद भरत क सटड शरद पवर न कदर सरकर क कहकफयज सरकर
1291,कांग्रेस की कमजोर नेतृत्व से कई बार भारत को वैश्विक मंच पर अपमान सहना पड़ा था: राजीव चंद्रशेखर,1,कगरस क कमजर नततव स बर भरत क वशवक मच अपमन सहन पड थ रजव चदरशखर
1292,महुआ मोइत्रा पर अब लगा गवाहों को प्रभावित करने का आरोप: बीजेपी सांसद निशिकांत दुबे ने स्पीकर से कार्रवाई के लिए कहा,1,महआ मइतर लग गवह क परभवत करन क आरप बजप ससद नशकत दब न सपकर स कररवई क लए कह
1293,"पीएम मोदी ने 51 हजार युवाओं को दिया नियुक्ति पत्र, बोले- भारत के विकास से पैदा हो रहे रोजगार के नए अवसर",1,पएम मद न 51 हजर यवओ क दय नयकत पतर बल भरत क वकस स पद ह रह रजगर क नए अवसर
1294,"लिपस्टिक-आईशैडो ने महुआ मोइत्रा को आफत में डाला, दर्शन हीरानंदानी को लेकर स्वीकार की ये बात",1,लपसटकआईशड न महआ मइतर क आफत म डल दरशन हरनदन क लकर सवकर क य बत
1295,"केरल: फिलिस्तीन के समर्थन में निकाली गई रैली में हमास नेता ने दिया भाषण, बीजेपी ने पूछा- कहा है विजयन की पुलिस",1,करल फलसतन क समरथन म नकल रल म हमस नत न दय भषण बजप न पछ कह ह वजयन क पलस
1296,"एडल्टरी को फिर माना जाएगा क्राइम और लापरवाही से मौतों की सजा बढ़ाई जाएगी, संसदीय पैनल ने दिए संकेत",1,एडलटर क फर मन जएग करइम लपरवह स मत क सज बढई जएग ससदय पनल न दए सकत
1297,"ऑल इंडिया बार एग्जामिनेशन की परीक्षा डेट में हुआ बदलाव, जानिए कबतक किया जा सकेगा रजिस्ट्रेशन",1,ऑल इडय बर एगजमनशन क परकष डट म हआ बदलव जनए कबतक कय ज सकग रजसटरशन
1298,भारत में होगा Apple आईफोन का निर्माण: टाटा ग्रुप 2.5 साल के भीतर बड़े पैमाने पर करेगा मैन्युफैक्चरिंग,1,भरत म हग Apple आईफन क नरमण टट गरप 25 सल क भतर बड पमन करग मनयफकचरग
1299,"श्री देवनारायण मंदिर के पुजारी ने प्रियंका गांधी के पीएम मोदी पर लगाए गए आरोप को बताया गलत, कहा-दान के बारे में कभी नहीं बताया जाता",1,शर दवनरयण मदर क पजर न परयक गध क पएम मद लगए आरप क बतय गलत कहदन क बर म कभ नह बतय जत
1300,"संजय सिंह की ज्यूडिशियल कस्टडी 10 नवम्बर तक बढ़ी, बोले-पीएम मोदी की जांच हो तो जीवन भर रहेंगे जेल",1,सजय सह क जयडशयल कसटड 10 नवमबर बढ बलपएम मद क जच ह त जवन भर रहग जल
1301,"यूपी के बाहुबली मोख्तार अंसारी को 10 साल की सजा, जानिए किस मामले में कोर्ट ने सुनाई सजा",1,यप क बहबल मखतर असर क 10 सल क सज जनए कस ममल म करट न सनई सज
1302,"महुआ मोइत्रा संसदीय पैनल के सामने नहीं होंगी पेश, जानिए क्यों लिया ऐसा फैसला",1,महआ मइतर ससदय पनल क समन नह हग पश जनए कय लय ऐस फसल
1303,"अशोक विश्वविद्यालय के संस्थापकों के ठिकानों पर ईडी ने की छापेमारी, 1600 करोड़ का हुआ है फ्रॉड",1,अशक वशववदयलय क ससथपक क ठकन ईड न क छपमर 1600 करड क हआ ह फरड
1304,"काम के घंटों पर नारायण मूर्ति के बयान ने शुरू की बड़ी बहस, जानें क्या सोचते हैं ग्लोबल कंपनियों के CEO",1,क घट नरयण मरत क बयन न शर क बड बहस जन कय सचत ह गलबल कपनय क CEO
1305,"पीएम मोदी ने किया 7वीं इंडिया मोबाइल कांग्रेस का उद्घाटन, बोले-6G में दुनिया का नेतृत्व करेगा भारत",1,पएम मद न कय 7व इडय मबइल कगरस क उदघटन बल6G म दनय क नततव करग भरत
1306,Accession Day 2023: श्रीनगर के लाल चौक पर गूंजा 'हम हिंदुस्तानी हैं'- मोदी युग में बड़ा बदलाव,1,Accession Day 2023 शरनगर क लल चक गज हदसतन ह मद यग म बड बदलव
1307,"जम्मू में इंटरनेशनल बार्डर पर पाकिस्तान की ओर से फॉयरिंग में कई भारतीय जवान घायल, बीएसएफ की जवाबी कार्रवाई शुरू",1,जमम म इटरनशनल बरडर पकसतन क ओर स फयरग म भरतय जवन घयल बएसएफ क जवब कररवई शर
1308,37वें नेशनल गेम्स का शानदार आगाज: पीएम मोदी बोले-2036 के लिए भारत ओलंपिक की मेजबानी के लिए भी तैयार,1,37व नशनल गमस क शनदर आगज पएम मद बल2036 क लए भरत ओलपक क मजबन क लए भ तयर
1309,"Big News: ECI ने केंद्र को लिखा लेटर, कहा-चुनावी राज्यों में रथ यात्रा रोकिए",1,Big News ECI न कदर क लख लटर कहचनव रजय म रथ यतर रकए
1310,इजरायल के लिए जासूसी के आरोप में कतर ने इंडियन नेवी के 8 पूर्व अधिकारियों को दी सजा-ए-मौत,1,इजरयल क लए जसस क आरप म कतर न इडयन नव क 8 परव अधकरय क द सजएमत
1311,"जम्मू-कश्मीर में पांच LeT आतंकी मारे गए, एलओसी से कर रहे थे घुसपैठ की कोशिश",1,जममकशमर म पच LeT आतक मर एलओस स रह थ घसपठ क कशश
1312,शिरडी में पीएम मोदी ने कहा-देश के गरीबों को अवसर देने का काम कर रही हमारी सरकार,1,शरड म पएम मद न कहदश क गरब क अवसर दन क रह हमर सरकर
1313,महुआ मोइत्रा केस में संसदीय पैनल ने निशिकांत दुबे और एडवोकेट देहाद्राई का स्टेटमेंट किया रिकॉर्ड,1,महआ मइतर कस म ससदय पनल न नशकत दब एडवकट दहदरई क सटटमट कय रकरड
1314,"Live TV Debate में KCR के विधायक ने भाजपा नेता पर किया हमला, वीडियो में देखे कैसे पकड़ी गर्दन",1,Live TV Debate म KCR क वधयक न भजप नत कय हमल वडय म दख कस पकड गरदन
1315,"जम्मू-कश्मीर में दिख सकता है गाजा संकट का असर, बढ़ रही विदेशी आतंकियों की संख्या",1,जममकशमर म दख सकत ह गज सकट क असर बढ रह वदश आतकय क सखय
1316,"India Canada Visa: भारत ने शुरू की वीजा सर्विस, कनाडा के लोगों को 4 कैटेगरी में मिलेगा वीजा",1,India Canada Visa भरत न शर क वज सरवस कनड क लग क 4 कटगर म मलग वज
1317,"Mizoram Polls: MoS राजीव चंद्रशेखर का मिजोरम दौरा, इन दो जिलों में करेंगे मीटिंग",1,Mizoram Polls MoS रजव चदरशखर क मजरम दर द जल म करग मटग
1318,"22 जनवरी 2024 को अयोध्या श्रीराम मंदिर की प्राण-प्रतिष्ठा, पीएम मोदी बोले- 'जय सियाराम'",1,22 जनवर 2024 क अयधय शररम मदर क परणपरतषठ पएम मद बल जय सयरम
1319,"किसानों को PM मोदी का गिफ्ट, फर्टिलाइजर सब्सिडी को कैबिनेट मंजूरी, जानें खाद के दाम",1,कसन क PM मद क गफट फरटलइजर सबसड क कबनट मजर जन खद क दम
1320,NCERT Books में अब 'इंडिया' की जगह होगा 'भारत'- प्राचीन नहीं शास्त्रीय इतिहास की होगी पढ़ाई,1,NCERT Books म इडय क जगह हग भरत परचन नह शसतरय इतहस क हग पढई
1321,"Mizoram Polls: मिजोरम के 68 प्रतिशत कैंडिडेट करोड़पति, जानें कौन सबसे अमीर-कौन गरीब",1,Mizoram Polls मजरम क 68 परतशत कडडट करडपत जन कन सबस अमरकन गरब
1322,"Bengaluru: सुपरमार्केट की सब्जियां खाने वाले सावधान, मिली आयरन, कैडमियम और निकल की अधिक मात्रा",1,Bengaluru सपरमरकट क सबजय खन वल सवधन मल आयरन कडमयम नकल क अधक मतर
1323,"दो लड़के गरबा डांस के लिए बेटी को कर रहे थे परेशान, बचाने की कोशिश में पिता की गई जान",1,द लडक गरब डस क लए बट क रह थ परशन बचन क कशश म पत क जन
1324,"कौन हैं सबसे ताकतवर ब्यूरोक्रेट वीके पांडियान, इस्तीफा के 24 घंटे में मिला कैबिनेट मंत्री का दर्जा?",1,कन ह सबस तकतवर बयरकरट वक पडयन इसतफ क 24 घट म मल कबनट मतर क दरज
1325,सांप्रदायिक सौहार्द की मिसालः रावण-कुंभकर्ण और मेघनाद के पुतले बनाता है यह मुस्लिम परिवार,1,सपरदयक सहरद क मसल रवणकभकरण मघनद क पतल बनत ह मसलम परवर
1326,विजयादशमी पर बोले RSS प्रमुख मोहन भागवत- 'हिमालयी क्षेत्र पर विशेष ध्यान देने की है जरूरत',1,वजयदशम बल RSS परमख महन भगवत हमलय कषतर वशष धयन दन क ह जररत
1327,"पेंडिंग FIR मामले में हरियाणा सरकार सख्त, 372 पुलिसकर्मियों के निलंबन आदेश जारी",1,पडग FIR ममल म हरयण सरकर सखत 372 पलसकरमय क नलबन आदश जर
1328,"दुर्गा पूजा पंडाल में भगदड़, 2 महिला और बच्चे की भीड़ से दबकर हो गई मौत",1,दरग पज पडल म भगदड 2 महल बचच क भड स दबकर ह मत
1329,"Cash for Query case: दर्शन हीरानंदानी ने तोड़ी चुप्पी, बताया किसके दबाव में हलफनामा दिया",1,Cash for Query case दरशन हरनदन न तड चपप बतय कसक दबव म हलफनम दय
1330,"महुआ मोइत्रा के साथ वायरल फोटो पर शशि थरूर ने दिया जवाब-घटिया राजनीति नहीं करनी चाहिए, वह मेरे लिए बच्ची जैसी",1,महआ मइतर क सथ वयरल फट शश थरर न दय जवबघटय रजनत नह करन चहए मर लए बचच जस
1331,"सहकारिता सेक्टर में एक्सपोर्ट के लिए वेंचर NCEL लांच, अमित शाह ने किया शुभारंभ",1,सहकरत सकटर म एकसपरट क लए वचर NCEL लच अमत शह न कय शभरभ
1332,"49 साल की उम्र में वाघ बकरी चाय समूह के मालिक पराग देसाई की मौत, आवारा कुत्तों ने ली जान",1,49 सल क उमर म वघ बकर चय समह क मलक परग दसई क मत आवर कतत न ल जन
1333,"Jammu Kashmir: घुसपैठ कर रहे दो आतंकियों को सेना ने मार गिराया, शव लेकर उल्टे पांव भागे दहशतगर्द",1,Jammu Kashmir घसपठ रह द आतकय क सन न मर गरय शव लकर उलट पव भग दहशतगरद
1334,"तमिलनाडु भाजपा को लगा बड़ा झटका, एक्ट्रेस गौतमी तडिमल्ला ने छोड़ी पार्टी, सीनियर नेताओं पर लगाए गंभीर आरोप",1,तमलनड भजप क लग बड झटक एकटरस गतम तडमलल न छड परट सनयर नतओ लगए गभर आरप
1335,भारत-कनाडा राजनयिक विवाद: वीजा सेवा शुरू हो सकती है लेकिन...विदेश मंत्री जयशंकर ने रखी शर्त,1,भरतकनड रजनयक ववद वज सव शर ह सकत ह लकनवदश मतर जयशकर न रख शरत
1336,"Special Trains: दिवाली-छठ पूजा पर 283 स्पेशल ट्रेन लगाएंगी 4480 फेरे, नहीं रहेगी वेटिंग की झंझट",1,Special Trains दवलछठ पज 283 सपशल टरन लगएग 4480 फर नह रहग वटग क झझट
1337,"MIT मणिपाल कैंपस में पहुंचे केंद्रीय मंत्री राजीव चंद्रशेखर तो होने लगी सवालों की बौछार, देखिए पूरा वीडियो...",1,MIT मणपल कपस म पहच कदरय मतर रजव चदरशखर त हन लग सवल क बछर दखए वडय
1338,"Navratri Special: इंदौर सेंट्रल जेल में कैदियों ने रातभर जमकर खेला गरबा, इंटरनेट पर वीडियो ने मचाया धूम",1,Navratri Special इदर सटरल जल म कदय न रतभर जमकर खल गरब इटरनट वडय न मचय धम
1339,जेपी नड्डा का कांग्रेस पर आरोप-मोदी सरकार गरीबों तक लाभ पहुंचाना चाहती लेकिन कांग्रेस की विरोध करने की फितरत,1,जप नडड क कगरस आरपमद सरकर गरब लभ पहचन चहत लकन कगरस क वरध करन क फतरत
1340,"सफदरजंग अस्पताल में ड्यूटी के दौरान संक्रमित गार्ड की विधवा को मिलेंगे 50 लाख, HC का आदेश",1,सफदरजग असपतल म डयट क दरन सकरमत गरड क वधव क मलग 50 लख HC क आदश
1341,"महुआ मोइत्रा केस में टीएमसी ने तोड़ी चुप्पी, डेरेक ओ ब्रायन ने बताई आगे की रणनीति, क्या होगी कार्रवाई?",1,महआ मइतर कस म टएमस न तड चपप डरक ओ बरयन न बतई आग क रणनत कय हग कररवई
1342,पूर्व क्रिकेटर दानिश कनेरिया ने 'द वायर' की संपादक से कहा- भारतीय होने पर शर्म आती है तो आ जाएं पाकिस्तान,1,परव करकटर दनश कनरय न द वयर क सपदक स कह भरतय हन शरम आत ह त आ जए पकसतन
1343,"दिल्ली यूनिवर्सिटी में गरबा की धूम, वीडियो में देखें ""श्री राम जानकी..."" गाने पर कैसे झूमे छात्र",1,दलल यनवरसट म गरब क धम वडय म दख शर रम जनक गन कस झम छतर
1344,"गाजा के लोगों के लिए भारत ने भेजी दवाएं, 38.5 टन सामान लेकर उड़ा वायुसेना का विमान",1,गज क लग क लए भरत न भज दवए 385 टन समन लकर उड वयसन क वमन
1345,"गुजरात: गरबा खेलते वक्त 17 साल के युवक को पड़ा दिल का दौरा, बच नहीं पाई जान",1,गजरत गरब खलत वकत 17 सल क यवक क पड दल क दर बच नह पई जन
1346,"पैसे लेकर सवाल पूछने के मामले में बढ़ने जा रही महुआ मोइत्रा की परेशानी, BJP ने लोकपाल में दर्ज कराई शिकायत",1,पस लकर सवल पछन क ममल म बढन ज रह महआ मइतर क परशन BJP न लकपल म दरज करई शकयत
1347,"NaMo Bharat Train: पहले दिन ही क्रॉस किया 10 हजार पैसेंजर्स का आंकड़ा, हिट है रेल सर्विस",1,NaMo Bharat Train पहल दन ह करस कय 10 हजर पसजरस क आकड हट ह रल सरवस
1348,"Israel-Palestine Conflict: फिलीस्तीन पर उमड़ा महबूबा मुफ्ती का प्यार, कह दी यह बड़ी बात",1,IsraelPalestine Conflict फलसतन उमड महबब मफत क पयर कह द बड बत
1349,"PM Modi का महामंत्र: जब तक देश में एक भी गरीब है, हम चैन से नहीं बैठने वाले",1,PM Modi क महमतर दश म भ गरब ह चन स नह बठन वल
1350,MOS राजीव चंद्रशेखर ने कहा- 'राज्यों से लेकर छोटे शहरों-टाउन एरिया तक पहुंचेगा न्यू इनोवेशंस',1,MOS रजव चदरशखर न कह रजय स लकर छट शहरटउन एरय पहचग नय इनवशस
1351,"लव और मर्डर की सनसनीखेज प्लानिंग, डेड बॉडी को कार में लेकर दिल्ली घूमता रहा हत्यारा",1,लव मरडर क सनसनखज पलनग डड बड क म लकर दलल घमत रह हतयर
1352,"Mahadev App: ED ने पेश की 197 पेज की पहली चार्जशीट, कइयों के नाम-इन 2 को माना मुख्य साजिकर्ता",1,Mahadev App ED न पश क 197 पज क पहल चरजशट कइय क नमइन 2 क मन मखय सजकरत
1353,"गगनयान की सफल टेस्ट फ्लाइट पर राजीव चंद्रशेखर ने इसरो को दी बधाई, बताया अंतरिक्ष यात्रा में अहम कदम",1,गगनयन क सफल टसट फलइट रजव चदरशखर न इसर क द बधई बतय अतरकष यतर म अहम कदम
1354,"इसरो प्रमुख सोमनाथ ने बताया क्यों गगनयान टेस्ट में आई परेशानी, कैसे किया ठीक, मिशन में आगे क्या होगा",1,इसर परमख समनथ न बतय कय गगनयन टसट म आई परशन कस कय ठक मशन म आग कय हग
1355,"भारत की एक कंपनी ने इजराइल को क्यों दिया अल्टीमेटम, कहा- गाजा में 25 लाख लोगों को भोजन-पानी दो वरना..",1,भरत क कपन न इजरइल क कय दय अलटमटम कह गज म 25 लख लग क भजनपन द वरन
1356,"तकनीकी खराबी के चलते दूसरे प्रयास में लॉन्च हुआ गगनयान TV-D1, 10 बजे इसरो ने दी गुड न्यूज",1,तकनक खरब क चलत दसर परयस म लनच हआ गगनयन TVD1 10 बज इसर न द गड नयज
1357,Watch Video: Gaganyaan Mission की पहली टेस्ट फ्लाइट होल्ड होने पर क्या बोले ISRO चीफ एस सोमनाथ,1,Watch Video Gaganyaan Mission क पहल टसट फलइट हलड हन कय बल ISRO चफ समनथ
1358,"Gaganyaan Test Flight: लॉन्च हुआ TV-D1, अंतरिक्ष में इसरो ने रचा एक और कीर्तिमान, Watch Video",1,Gaganyaan Test Flight लनच हआ TVD1 अतरकष म इसर न रच करतमन Watch Video
1359,"गगनयान टेस्ट की खास बातें, 17 km की ऊंचाई पर अलग होगा क्रू मॉड्यूल",1,गगनयन टसट क खस बत 17 km क ऊचई अलग हग मडयल
1360,"अंतरिक्ष में इसरो की एक और उड़ान, सफलतापूर्वक गगनयान मिशन TV-D1 का टेस्ट फ्लाइट लॉन्च",1,अतरकष म इसर क उडन सफलतपरवक गगनयन मशन TVD1 क टसट फलइट लनच
1361,इंडिया सेमीकंडक्टर आर एंड डी कमेटी ने ISRC पर रिपोर्ट केंद्रीय मंत्री राजीव चंद्रशेखर को सौंपी,1,इडय समकडकटर आर एड ड कमट न ISRC रपरट कदरय मतर रजव चदरशखर क सप
1362,"जानें गगनयान मिशन का पूरा बजट, ऐसा करने वाला भारत दुनिया का चौथा देश",1,जन गगनयन मशन क बजट ऐस करन वल भरत दनय क चथ दश
1363,गुजरात के धोर्डो गांव को मिला बेस्ट टूरिज्म विलेज का सम्मान: पीएम मोदी ने शेयर की फोटोज बोले-एक झलक देखिए...,1,गजरत क धरड गव क मल बसट टरजम वलज क सममन पएम मद न शयर क फटज बलएक झलक दखए
1364,"Gaganyaan Test Flight: क्या है गगनयान मिशन, पहली टेस्ट फ्लाइट के बारे में वो सबकुछ जो आप जानना चाहते हैं",1,Gaganyaan Test Flight कय ह गगनयन मशन पहल टसट फलइट क बर म सबकछ ज जनन चहत ह
1365,संजय सिंह के अरेस्ट व रिमांड को चैलेंज करने वाली याचिका को दिल्ली हाईकोर्ट ने किया खारिज,1,सजय सह क अरसट रमड क चलज करन वल यचक क दलल हईकरट न कय खरज
1366,"ABES College Gazizbad का स्टूडेंट मंच पर चढ़ते ही लगाने लगा जयश्रीराम के नारे, टीचर ने मंच से उतारा और...",1,ABES College Gazizbad क सटडट मच चढत ह लगन लग जयशररम क नर टचर न मच स उतर
1367,"तेलंगाना के राहुल गांधी और प्रियंका गांधी का स्पीच यूट्यूब ने खतरनाक कंटेंट के रूप में किया चिंहित, जानिए क्या है मामला",1,तलगन क रहल गध परयक गध क सपच यटयब न खतरनक कटट क रप म कय चहत जनए कय ह ममल
1368,"महुआ मोइत्रा के मामले में एथिक्स कमेटी को मिला दर्शन हीरानंदानी का एफिडेविट, 26 अक्टूबर को सुनवाई",1,महआ मइतर क ममल म एथकस कमट क मल दरशन हरनदन क एफडवट 26 अकटबर क सनवई
1369,क्या कभी देखा है अंडरवाटर गरबा डांस? देखने वाले रह गए हैरान- आप भी देखें रोमांचक वीडियो,1,कय कभ दख ह अडरवटर गरब डस दखन वल रह हरन भ दख रमचक वडय
1370,"पीएम मोदी ने देश को दी पहले रिजनल रैपिड ट्रांजिट सिस्टम की सौगत, की नमो भारत ट्रेन में यात्रा",1,पएम मद न दश क द पहल रजनल रपड टरजट ससटम क सगत क नम भरत टरन म यतर
1371,"गगनयान: व्हीकल अबॉर्ट मिशन के पहले टेस्ट का काउंटडान शुरू, शनिवार सुबह 8 बजे भरेगा उड़ान",1,गगनयन वहकल अबरट मशन क पहल टसट क कउटडन शर शनवर सबह 8 बज भरग उडन
1372,"Watch Video: आजादी के बाद पहली बार कश्मीर में चली लग्जरी ट्रेन, 'नाम रखा है विस्टाडोम'",1,Watch Video आजद क बद पहल बर कशमर म चल लगजर टरन नम रख ह वसटडम
